"Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","BirthYear","MonthlyLeaves","OverTimeHours"
18,"0","Non-Travel","Audit","30분미만",2,"기술공학",1012,2,"0",3,1,"컨설팅직",4,"Single",1051,1,15,3,4,0,2,3,0,0,0,0,2002,0,0
54,"0","Travel_Rarely","Audit","1시간미만",3,"자연과학",1013,3,"1",3,3,"세무직",3,"Married",10739,8,11,3,3,22,2,3,10,7,0,8,1966,1,0
35,"0","Travel_Rarely","Audit"," 1시간이상",4,"상경계",1014,3,"1",3,3,"투자자문직",3,"Divorced",10388,1,11,3,3,16,3,2,16,10,10,1,1985,3,3
30,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",1015,2,"1",4,3,"기술직",1,"Married",11416,0,12,3,3,9,4,2,8,7,1,7,1990,1,33
20,"1","Travel_Rarely","Audit","1시간미만",3,"상경계",1016,4,"1",2,1,"컨설팅직",1,"Single",2600,1,15,3,1,1,2,3,1,0,0,0,2000,0,21
30,"1","Travel_Frequently","Audit","30분미만",3,"상경계",1017,2,"1",3,1,"기술컨설팅직",2,"Single",2422,0,17,3,1,4,3,3,3,2,1,2,1990,3,0
26,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1018,4,"0",4,2,"세무직",4,"Married",5472,1,12,3,2,8,2,3,8,7,1,3,1994,0,0
22,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",1019,2,"0",1,1,"기술컨설팅직",1,"Married",2451,1,15,3,1,4,3,2,4,3,1,1,1998,3,0
48,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1022,1,"0",2,2,"투자자문직",3,"Single",4240,2,13,3,4,19,0,3,2,2,2,2,1972,2,0
48,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1024,3,"0",2,3,"투자자문직",3,"Single",10999,7,14,3,2,27,3,3,15,11,4,8,1972,0,0
41,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1025,4,"1",3,2,"세무직",3,"Single",5003,6,14,3,2,8,6,3,2,2,2,1,1979,2,0
39,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",1026,4,"1",2,4,"세무직",4,"Married",12742,1,16,3,3,21,3,3,21,6,11,8,1981,0,0
27,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1027,1,"1",3,2,"세무직",4,"Married",4227,0,18,3,2,4,2,3,3,2,2,2,1993,2,0
35,"0","Travel_Rarely","Audit","30분미만",3,"기타",1028,2,"0",3,1,"기술컨설팅직",4,"Divorced",3917,1,20,4,1,3,4,2,3,2,1,2,1985,3,0
42,"0","Travel_Rarely","Tax","30분미만",2,"인문학",1029,4,"0",3,5,"연구직",3,"Married",18303,6,13,3,2,21,3,4,1,0,0,0,1978,1,0
50,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1030,1,"0",3,1,"기술컨설팅직",4,"Married",2380,4,18,3,2,8,5,3,1,0,0,0,1970,0,0
59,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1032,3,"1",2,4,"세무직",4,"Single",13726,3,13,3,1,30,4,3,5,3,4,3,1961,3,51
37,"1","Travel_Rarely","Audit","1시간미만",2,"상경계",1033,1,"1",1,2,"투자자문직",2,"Married",4777,5,15,3,1,15,2,1,1,0,0,0,1983,3,0
55,"0","Travel_Frequently","Audit","1시간미만",4,"상경계",1034,3,"0",3,2,"투자자문직",2,"Married",6385,3,14,3,4,17,3,3,8,7,6,7,1965,3,37
41,"0","Non-Travel","Audit","30분미만",1,"기술공학",1035,2,"1",1,5,"기술직",3,"Divorced",19973,1,22,4,2,21,3,3,21,16,5,10,1979,1,0
38,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",1036,2,"0",3,2,"감사직",4,"Single",6861,8,12,3,3,19,1,3,1,0,0,0,1982,1,31
26,"1","Non-Travel","Tax"," 1시간이상",2,"상경계",1037,2,"0",1,2,"감사직",1,"Single",4969,8,18,3,4,7,6,3,2,2,2,2,1994,1,0
52,"1","Travel_Rarely","Tax","30분미만",1,"인문학",1038,1,"1",1,5,"연구직",4,"Married",19845,1,15,3,4,33,3,3,32,14,6,9,1968,2,0
44,"0","Travel_Rarely","Tax"," 1시간이상",3,"상경계",1039,4,"1",4,4,"감사직",4,"Married",13320,3,18,3,3,23,2,3,12,11,11,11,1976,0,7
50,"0","Non-Travel","Tax","30분미만",3,"기술공학",1040,4,"1",3,2,"감사직",3,"Married",6347,0,12,3,1,19,3,3,18,7,0,13,1970,2,0
36,"1","Travel_Rarely","Audit","1시간미만",4,"기술공학",1042,3,"1",4,1,"기술컨설팅직",1,"Single",2743,1,16,3,3,18,1,3,17,13,15,14,1984,0,0
39,"0","Travel_Frequently","Audit"," 1시간이상",3,"상경계",1043,4,"1",3,3,"세무직",1,"Single",10880,1,13,3,3,21,2,3,21,6,2,8,1981,0,19
33,"0","Non-Travel","Tax","30분미만",1,"기술공학",1044,2,"1",2,1,"영업직",4,"Single",2342,0,19,3,4,3,2,2,2,2,2,2,1987,3,0
45,"0","Travel_Rarely","Tax","1시간미만",2,"기술공학",1045,4,"1",3,4,"연구직",4,"Married",17650,3,13,3,2,26,4,4,9,3,1,1,1975,2,0
32,"0","Non-Travel","Audit"," 1시간이상",4,"상경계",1046,4,"1",3,1,"기술컨설팅직",3,"Single",4025,9,12,3,2,10,2,3,8,7,7,7,1988,0,0
34,"0","Travel_Rarely","Tax","30분미만",4,"인문학",1047,2,"0",4,2,"감사직",4,"Divorced",9725,0,11,3,4,16,2,2,15,1,0,9,1986,2,0
59,"0","Travel_Rarely","Tax","30분미만",2,"자연과학",1048,2,"0",3,3,"연구직",4,"Married",11904,3,14,3,3,14,1,1,6,4,0,4,1961,2,40
45,"0","Travel_Rarely","CS & DA"," 1시간이상",4,"상경계",1049,2,"0",3,1,"사무직",2,"Single",2177,1,16,3,1,6,3,3,6,3,0,4,1975,2,0
53,"0","Travel_Frequently","Tax","30분미만",3,"인문학",1050,3,"1",2,3,"감사직",2,"Married",7525,2,12,3,1,30,2,3,15,7,6,12,1967,3,0
36,"1","Travel_Rarely","Audit","1시간미만",3,"기타",1052,1,"0",3,2,"기술컨설팅직",3,"Divorced",4834,7,14,3,2,9,3,2,1,0,0,0,1984,1,0
26,"1","Travel_Frequently","Audit","30분미만",3,"기술공학",1053,1,"0",3,1,"컨설팅직",1,"Married",2042,6,14,3,2,6,2,3,3,2,1,2,1994,2,17
34,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",1055,3,"1",3,1,"영업직",3,"Married",2220,1,19,3,4,1,2,3,1,1,0,0,1986,2,36
28,"0","Travel_Rarely","Tax","30분미만",1,"상경계",1056,4,"0",3,1,"영업직",2,"Married",1052,1,22,4,2,1,5,3,1,0,0,0,1992,1,0
38,"0","Travel_Frequently","Audit","30분미만",4,"기타",1060,3,"0",3,1,"컨설팅직",3,"Married",2821,3,16,3,1,8,2,3,2,2,2,2,1982,0,0
50,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1061,2,"0",3,5,"기술직",3,"Married",19237,2,11,3,4,29,2,2,8,1,7,7,1970,0,22
37,"0","Travel_Rarely","Audit","30분미만",3,"기타",1062,4,"1",3,2,"투자자문직",2,"Single",4107,3,15,3,1,8,3,2,4,3,0,1,1983,0,0
40,"0","Travel_Rarely","Tax"," 1시간이상",3,"인문학",1066,3,"0",3,2,"감사직",1,"Married",8396,1,14,3,2,8,3,2,7,7,7,5,1980,0,0
26,"0","Travel_Frequently","Audit","30분미만",1,"상경계",1068,1,"1",2,1,"컨설팅직",3,"Divorced",2007,1,13,3,3,5,5,3,5,3,1,3,1994,2,0
46,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1069,4,"0",3,5,"기술직",4,"Divorced",19627,9,17,3,4,23,0,3,2,2,2,2,1974,1,0
54,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",1070,3,"1",2,3,"감사직",3,"Married",10686,6,11,3,2,13,4,3,9,4,7,0,1966,3,0
56,"0","Travel_Frequently","Audit","30분미만",3,"상경계",1071,1,"1",3,1,"컨설팅직",3,"Married",2942,2,19,3,2,18,4,3,5,4,0,3,1964,0,0
36,"0","Travel_Rarely","Audit","1시간미만",5,"상경계",1073,4,"1",2,3,"세무직",4,"Single",8858,0,11,3,2,15,2,2,14,8,7,8,1984,0,0
55,"0","Non-Travel","Audit","30분미만",1,"상경계",1074,3,"0",2,4,"연구직",1,"Single",16756,7,15,3,2,31,3,4,9,7,6,2,1965,1,0
43,"0","Travel_Rarely","Tax"," 1시간이상",3,"상경계",1076,3,"0",2,3,"감사직",4,"Divorced",10798,5,13,3,3,18,5,3,1,0,0,0,1977,3,0
20,"1","Travel_Frequently","Tax","30분미만",3,"인문학",1077,4,"1",3,1,"영업직",4,"Single",2323,1,14,3,2,2,3,3,2,2,0,2,2000,2,28
21,"1","Travel_Rarely","Audit","30분미만",3,"기술공학",1079,3,"1",2,1,"기술컨설팅직",1,"Single",1416,1,13,3,1,1,6,2,1,0,1,0,1999,1,0
46,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1080,4,"1",2,2,"컨설팅직",1,"Divorced",4615,8,23,4,1,19,2,3,16,13,1,7,1974,0,3
51,"1","Travel_Rarely","Audit","30분미만",4,"기술공학",1081,1,"0",3,1,"컨설팅직",3,"Married",2461,9,12,3,3,18,2,4,10,0,2,7,1969,2,8
28,"1","Non-Travel","Audit"," 1시간이상",2,"자연과학",1082,2,"0",2,3,"투자자문직",1,"Single",8722,1,12,3,1,10,2,2,10,7,1,9,1992,2,0
26,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1083,1,"0",2,1,"기술컨설팅직",1,"Married",3955,1,16,3,1,6,2,3,5,3,1,3,1994,3,0
30,"0","Travel_Rarely","Audit","1시간미만",3,"기타",1084,3,"0",3,2,"세무직",1,"Married",9957,0,15,3,3,7,1,2,6,2,0,2,1990,3,0
41,"0","Travel_Rarely","Audit","30분미만",2,"자연과학",1085,2,"1",4,1,"컨설팅직",3,"Married",3376,1,13,3,3,10,3,3,10,6,0,8,1979,0,0
38,"0","Travel_Rarely","Audit","1시간미만",1,"기술공학",1088,3,"1",2,3,"투자자문직",3,"Married",8823,0,18,3,1,20,4,2,19,9,1,9,1982,1,0
40,"0","Travel_Rarely","Audit","1시간미만",4,"자연과학",1092,1,"0",3,3,"투자자문직",4,"Married",10322,4,20,4,4,14,6,3,11,10,11,1,1980,0,0
27,"0","Non-Travel","Audit","30분미만",5,"기술공학",1094,1,"0",1,1,"기술컨설팅직",3,"Married",4621,1,19,3,4,3,4,3,3,2,1,2,1993,1,0
55,"0","Travel_Frequently","Audit","30분미만",1,"기술공학",1096,4,"0",3,3,"세무직",2,"Married",10976,3,18,3,2,23,4,3,3,2,1,2,1965,1,0
28,"0","Travel_Rarely","Audit","30분미만",3,"기타",1097,3,"1",3,2,"컨설팅직",3,"Single",3660,3,13,3,4,10,4,4,8,7,1,7,1992,2,0
44,"1","Travel_Rarely","CS & DA","30분미만",2,"상경계",1098,2,"0",2,3,"사무직",1,"Married",10482,9,14,3,4,24,1,3,20,6,3,6,1976,1,0
33,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1099,4,"0",2,3,"투자자문직",4,"Divorced",7119,4,15,3,3,9,2,3,3,2,1,2,1987,2,0
35,"1","Travel_Rarely","Tax","30분미만",3,"자연과학",1100,4,"0",3,3,"감사직",1,"Single",9582,0,22,4,1,9,2,3,8,7,4,7,1985,1,34
33,"1","Travel_Frequently","Audit"," 1시간이상",4,"상경계",1101,1,"1",2,2,"컨설팅직",3,"Single",4508,1,22,4,2,14,4,3,13,7,3,8,1987,1,0
28,"0","Travel_Rarely","Audit","1시간미만",2,"기술공학",1102,1,"0",3,1,"기술컨설팅직",3,"Divorced",2207,1,16,3,4,4,5,2,4,2,2,2,1992,0,0
34,"0","Travel_Frequently","Audit","30분미만",1,"기술공학",1103,1,"0",3,2,"투자자문직",4,"Single",7756,0,17,3,3,7,1,2,6,2,0,4,1986,0,0
37,"0","Travel_Rarely","Tax","30분미만",4,"기술공학",1105,4,"1",2,2,"감사직",4,"Divorced",6694,2,14,3,3,8,5,3,1,0,0,0,1983,3,10
25,"1","Travel_Rarely","Audit","30분미만",1,"자연과학",1106,4,"0",3,1,"기술컨설팅직",4,"Married",3691,1,15,3,2,7,3,4,7,7,5,6,1995,1,29
26,"1","Travel_Rarely","Audit"," 1시간이상",3,"상경계",1107,1,"0",3,1,"기술컨설팅직",3,"Divorced",2377,1,20,4,3,1,0,2,1,1,0,0,1994,1,0
33,"1","Travel_Rarely","Audit"," 1시간이상",3,"상경계",1108,1,"0",2,1,"컨설팅직",2,"Single",2313,4,20,4,2,5,0,3,2,2,2,2,1987,3,43
42,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1109,4,"0",3,4,"연구직",1,"Married",17665,0,17,3,4,23,3,3,22,6,13,7,1978,3,0
28,"1","Travel_Frequently","Audit","30분미만",3,"상경계",1111,1,"0",2,1,"기술컨설팅직",2,"Divorced",2596,1,15,3,1,1,2,3,1,0,0,0,1992,2,0
50,"1","Travel_Frequently","Tax","30분미만",4,"기타",1113,4,"0",3,2,"감사직",3,"Single",4728,3,14,3,4,5,4,3,0,0,0,0,1970,3,26
33,"0","Travel_Frequently","Tax","30분미만",3,"기술공학",1114,4,"1",3,2,"감사직",2,"Married",4302,0,17,3,3,4,3,3,3,2,0,2,1987,0,0
34,"0","Non-Travel","Audit","30분미만",4,"기술공학",1115,3,"0",2,1,"컨설팅직",4,"Married",2979,3,17,3,4,6,2,3,0,0,0,0,1986,1,0
48,"0","Non-Travel","Audit","30분미만",4,"상경계",1116,1,"0",4,4,"연구직",4,"Single",16885,2,22,4,3,27,3,2,5,4,2,1,1972,0,0
45,"0","Non-Travel","Tax","30분미만",4,"기술공학",1117,2,"1",2,2,"감사직",3,"Married",5593,1,13,3,4,15,2,3,15,10,4,12,1975,1,0
52,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1118,2,"0",3,3,"투자자문직",2,"Single",10445,7,19,3,4,18,4,3,8,6,4,0,1968,2,0
38,"0","Travel_Rarely","Tax","30분미만",4,"인문학",1119,3,"0",2,3,"감사직",3,"Divorced",8740,0,14,3,2,9,2,3,8,7,2,7,1982,2,8
29,"0","Travel_Rarely","Audit"," 1시간이상",4,"기술공학",1120,3,"1",3,1,"컨설팅직",4,"Divorced",2514,4,22,4,1,11,1,3,7,5,1,7,1991,0,0
28,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1121,4,"1",3,3,"세무직",2,"Divorced",7655,0,17,3,2,10,3,2,9,7,1,7,1992,0,0
46,"0","Travel_Rarely","Tax","30분미만",1,"인문학",1124,1,"0",3,4,"연구직",3,"Married",17465,3,12,3,4,23,3,3,12,9,4,9,1974,3,0
38,"0","Travel_Rarely","Tax","30분미만",2,"인문학",1125,4,"0",3,3,"감사직",2,"Single",7351,7,16,3,3,10,2,3,1,0,0,0,1982,2,0
43,"0","Travel_Frequently","Audit"," 1시간이상",3,"기술공학",1126,3,"1",3,3,"세무직",1,"Married",10820,8,11,3,3,18,1,3,8,7,0,1,1977,3,0
39,"1","Travel_Frequently","Audit","30분미만",3,"기술공학",1127,1,"0",3,4,"투자자문직",4,"Divorced",12169,7,11,3,4,21,4,3,18,7,11,5,1981,2,0
40,"0","Travel_Rarely","Audit","1시간미만",3,"상경계",1128,3,"0",2,5,"기술직",3,"Single",19626,1,14,3,1,21,2,4,20,7,4,9,1980,0,0
21,"0","Travel_Rarely","Audit","30분미만",1,"자연과학",1131,4,"1",2,1,"컨설팅직",2,"Single",2070,1,11,3,3,2,6,4,2,2,2,2,1999,2,4
39,"0","Non-Travel","Audit","30분미만",3,"기술공학",1132,3,"0",3,2,"기술컨설팅직",2,"Single",6782,9,15,3,3,9,2,2,5,4,0,3,1981,2,0
36,"0","Non-Travel","Audit","1시간미만",4,"기술공학",1133,1,"0",3,2,"세무직",4,"Single",7779,2,20,4,1,18,0,3,11,9,0,9,1984,3,0
31,"0","Travel_Frequently","Tax","1시간미만",3,"기술공학",1135,3,"0",4,1,"영업직",4,"Married",2791,0,12,3,1,3,4,3,2,2,2,2,1989,3,0
28,"0","Travel_Rarely","Audit","30분미만",1,"기술공학",1136,1,"0",2,1,"컨설팅직",2,"Married",3201,0,17,3,1,6,2,1,5,3,0,4,1992,3,0
35,"0","Travel_Frequently","Tax","1시간미만",2,"인문학",1137,4,"0",3,2,"감사직",4,"Divorced",4968,1,11,3,4,5,3,3,5,2,0,2,1985,2,0
49,"0","Travel_Rarely","Tax","30분미만",4,"자연과학",1138,4,"0",2,4,"감사직",2,"Married",13120,6,17,3,2,22,3,3,9,8,2,3,1971,3,0
34,"0","Travel_Frequently","Audit","30분미만",2,"기술공학",1140,4,"0",3,2,"세무직",3,"Single",4033,2,11,3,4,5,3,2,3,2,0,2,1986,3,0
29,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",1143,4,"1",3,1,"컨설팅직",2,"Divorced",3291,0,14,3,4,8,2,2,7,5,1,1,1991,0,0
42,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",1148,2,"0",1,2,"기술컨설팅직",4,"Single",4272,4,19,3,1,16,3,3,1,0,0,0,1978,0,0
29,"0","Travel_Rarely","Audit","30분미만",1,"상경계",1150,2,"0",2,2,"세무직",4,"Married",5056,1,15,3,3,10,2,2,10,7,1,2,1991,3,29
38,"0","Travel_Rarely","CS & DA","30분미만",3,"예체능",1152,3,"0",4,1,"사무직",3,"Married",2844,1,13,3,4,7,2,4,7,6,5,0,1982,2,0
28,"0","Travel_Frequently","Audit","30분미만",3,"기술공학",1154,3,"0",2,1,"컨설팅직",3,"Divorced",2703,1,14,3,4,3,2,3,3,1,0,2,1992,3,37
18,"1","Non-Travel","Audit","30분미만",1,"상경계",1156,3,"0",3,1,"기술컨설팅직",3,"Single",1904,1,12,3,4,0,0,3,0,0,0,0,2002,0,0
33,"1","Travel_Rarely","Tax","30분미만",4,"인문학",1157,1,"1",3,2,"감사직",1,"Single",8224,0,17,3,1,6,3,3,5,2,0,3,1987,1,5
41,"0","Travel_Rarely","Audit","1시간미만",4,"기술공학",1158,2,"0",3,1,"기술컨설팅직",4,"Married",4766,3,11,3,1,6,4,3,1,0,0,0,1979,1,42
31,"1","Travel_Frequently","Audit","1시간미만",3,"상경계",1160,3,"0",3,1,"기술컨설팅직",3,"Married",2610,1,12,3,3,2,5,2,2,2,2,2,1989,2,0
37,"0","Travel_Rarely","Audit"," 1시간이상",2,"상경계",1161,3,"1",2,2,"투자자문직",4,"Divorced",5731,7,13,3,3,9,2,3,6,2,1,3,1983,3,0
27,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1162,4,"0",2,1,"컨설팅직",3,"Married",2539,1,13,3,3,4,0,3,4,2,2,2,1993,1,0
34,"0","Travel_Rarely","Tax","30분미만",1,"기술공학",1163,2,"1",3,2,"감사직",3,"Married",5714,1,20,4,1,6,3,2,6,5,1,3,1986,2,0
35,"0","Travel_Rarely","CS & DA","30분미만",4,"자연과학",1164,3,"0",3,1,"사무직",3,"Single",4323,1,17,3,2,6,2,1,5,4,1,4,1985,3,0
29,"1","Travel_Rarely","Tax"," 1시간이상",1,"기술공학",1165,4,"1",2,3,"감사직",1,"Married",7336,1,13,3,1,11,3,1,11,8,3,10,1991,2,0
40,"0","Travel_Frequently","Audit","30분미만",4,"상경계",1166,2,"1",3,3,"기술직",3,"Single",13499,9,17,3,3,20,3,2,18,7,2,13,1980,0,0
42,"1","Travel_Frequently","Tax","1시간미만",3,"기술공학",1167,3,"0",3,4,"감사직",1,"Single",13758,0,12,3,2,22,2,2,21,9,13,14,1978,0,19
42,"0","Travel_Rarely","Tax","30분미만",4,"인문학",1171,2,"0",3,2,"감사직",1,"Single",5155,7,13,3,4,9,3,4,6,4,1,5,1978,3,0
35,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1172,4,"0",2,1,"기술컨설팅직",3,"Married",2258,6,12,3,2,10,2,3,8,0,1,7,1985,1,0
24,"0","Travel_Rarely","Audit"," 1시간이상",3,"상경계",1173,4,"0",3,1,"기술컨설팅직",2,"Single",3597,8,22,4,4,6,2,3,4,3,1,2,1996,1,0
28,"1","Travel_Rarely","Audit","1시간미만",1,"기술공학",1175,3,"1",3,1,"기술컨설팅직",4,"Married",2515,1,11,3,4,1,4,2,1,1,0,0,1992,2,10
26,"0","Travel_Rarely","Audit","30분미만",4,"상경계",1177,1,"0",4,1,"기술컨설팅직",4,"Married",4420,1,22,4,2,8,2,3,8,7,0,7,1994,0,0
30,"0","Travel_Rarely","Tax","30분미만",3,"인문학",1179,3,"0",2,2,"감사직",3,"Married",6578,1,18,3,1,10,3,3,10,3,1,4,1990,1,0
40,"0","Travel_Frequently","Audit"," 1시간이상",2,"상경계",1180,3,"1",2,2,"컨설팅직",4,"Married",4422,3,13,3,4,16,3,1,1,1,0,0,1980,0,39
35,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1182,3,"0",2,3,"세무직",2,"Divorced",10274,2,18,3,2,15,2,4,7,7,6,4,1985,2,0
34,"0","Travel_Frequently","Audit","30분미만",3,"상경계",1184,4,"0",2,2,"투자자문직",1,"Single",5343,0,20,4,3,14,3,3,13,9,4,9,1986,0,0
35,"0","Travel_Frequently","Audit","30분미만",4,"기타",1185,4,"0",2,1,"기술컨설팅직",4,"Married",2376,1,13,3,2,2,2,4,2,2,2,2,1985,1,0
43,"1","Travel_Rarely","Tax","30분미만",3,"인문학",1188,1,"1",1,2,"감사직",3,"Single",5346,8,13,3,2,7,2,2,4,3,1,3,1977,2,0
32,"0","Non-Travel","Tax","30분미만",1,"기술공학",1190,3,"1",3,1,"영업직",1,"Divorced",2827,1,12,3,3,1,3,3,1,0,0,0,1988,0,0
56,"0","Travel_Rarely","Audit","30분미만",4,"자연과학",1191,4,"1",3,5,"연구직",1,"Divorced",19943,4,13,3,4,28,2,3,5,2,4,2,1964,2,0
29,"0","Travel_Rarely","Audit","30분미만",1,"상경계",1192,2,"1",3,1,"기술컨설팅직",4,"Married",3131,1,13,3,1,10,5,3,10,8,0,8,1991,3,0
19,"0","Travel_Rarely","Audit","30분미만",2,"기술공학",1193,3,"0",3,1,"컨설팅직",1,"Single",2552,1,25,4,3,1,4,3,1,1,0,0,2001,2,0
45,"0","Travel_Rarely","Audit","30분미만",3,"상경계",1195,1,"1",3,1,"컨설팅직",3,"Married",4477,4,19,3,3,7,2,2,3,2,0,2,1975,0,31
37,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1196,4,"1",2,2,"세무직",4,"Married",6474,1,13,3,2,14,2,2,14,8,3,11,1983,1,0
20,"0","Travel_Rarely","Audit","30분미만",3,"기술공학",1198,1,"0",2,1,"기술컨설팅직",3,"Single",3033,1,12,3,1,2,2,2,2,2,1,2,2000,3,0
44,"1","Travel_Rarely","Audit","30분미만",4,"기술공학",1200,3,"0",3,1,"컨설팅직",3,"Single",2936,1,11,3,3,6,4,3,6,4,0,2,1976,2,12
53,"0","Travel_Rarely","Audit","30분미만",2,"상경계",1201,4,"1",3,5,"연구직",3,"Divorced",18606,3,18,3,2,26,6,3,7,7,4,7,1967,2,0
29,"0","Travel_Rarely","Audit","1시간미만",1,"기술공학",1202,2,"1",1,1,"컨설팅직",4,"Married",2168,0,18,3,1,6,2,2,5,4,1,3,1991,3,31
22,"1","Travel_Frequently","Audit","30분미만",4,"기술공학",1203,3,"0",2,1,"컨설팅직",4,"Married",2853,0,11,3,2,1,5,3,0,0,0,0,1998,0,23
46,"0","Travel_Rarely","Tax","30분미만",3,"인문학",1204,3,"1",3,4,"연구직",1,"Married",17048,8,23,4,1,28,2,3,26,15,15,9,1974,2,0
44,"0","Non-Travel","Audit","1시간미만",3,"기술공학",1206,4,"0",1,1,"컨설팅직",3,"Single",2290,2,13,3,4,6,3,3,0,0,0,0,1976,3,0
33,"0","Travel_Rarely","CS & DA","30분미만",3,"예체능",1207,2,"0",3,1,"사무직",3,"Married",3600,1,13,3,4,5,2,3,5,4,1,4,1987,1,0
41,"1","Non-Travel","Audit","30분미만",2,"기술공학",1210,1,"0",2,1,"컨설팅직",1,"Divorced",2107,6,17,3,1,5,2,1,1,0,0,0,1979,3,0
30,"0","Travel_Rarely","Tax"," 1시간이상",4,"기술공학",1211,3,"0",3,2,"감사직",1,"Divorced",4115,8,19,3,3,8,3,3,4,3,0,3,1990,2,0
40,"0","Travel_Frequently","Tax","30분미만",4,"상경계",1212,2,"0",3,2,"감사직",2,"Married",4327,5,12,3,4,5,2,3,0,0,0,0,1980,0,0
50,"0","Travel_Frequently","Audit","30분미만",3,"상경계",1215,4,"1",3,4,"연구직",1,"Married",17856,2,22,4,3,32,3,3,2,2,2,2,1970,0,0
28,"0","Travel_Rarely","Audit","1시간미만",4,"상경계",1216,4,"0",2,1,"기술컨설팅직",1,"Married",3196,1,12,3,3,6,2,3,6,5,3,3,1992,1,0
46,"0","Travel_Rarely","Audit","1시간미만",2,"기술공학",1217,4,"0",3,5,"기술직",2,"Married",19081,5,11,3,1,25,2,3,4,2,0,3,1974,1,0
35,"0","Travel_Rarely","Tax","1시간미만",4,"기술공학",1218,3,"0",3,2,"감사직",1,"Married",8966,3,15,3,4,15,2,3,7,7,1,7,1985,3,48
24,"1","Travel_Rarely","Audit","1시간미만",2,"기술공학",1219,4,"1",3,1,"기술컨설팅직",2,"Married",2210,1,13,3,1,1,3,1,1,0,0,0,1996,2,0
33,"0","Travel_Frequently","Tax"," 1시간이상",3,"상경계",1220,2,"1",3,2,"감사직",3,"Married",4539,1,12,3,1,10,3,2,10,7,0,1,1987,1,0
36,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1221,3,"0",1,1,"기술컨설팅직",3,"Divorced",2741,1,14,3,3,7,4,3,7,7,1,7,1984,1,0
30,"0","Travel_Rarely","Audit","30분미만",4,"기술공학",1224,3,"0",3,2,"기술컨설팅직",3,"Divorced",3491,1,13,3,1,10,4,2,10,7,8,9,1990,1,0
44,"0","Travel_Rarely","Audit"," 1시간이상",4,"기타",1225,4,"0",3,2,"컨설팅직",4,"Single",4541,1,25,4,2,20,3,3,20,11,13,17,1976,3,0
20,"0","Travel_Rarely","Tax"," 1시간이상",3,"인문학",1226,3,"0",4,1,"영업직",4,"Single",2678,1,17,3,4,2,2,3,2,1,2,2,2000,3,0
46,"0","Travel_Rarely","Audit","30분미만",4,"자연과학",1228,4,"0",3,2,"세무직",4,"Divorced",7379,2,11,3,3,12,3,2,6,3,1,4,1974,0,0
42,"0","Non-Travel","CS & DA","30분미만",5,"상경계",1231,4,"0",4,2,"사무직",1,"Married",6272,7,16,3,1,10,3,4,4,3,0,3,1978,0,0
60,"0","Travel_Rarely","Tax","30분미만",4,"인문학",1233,2,"0",4,2,"감사직",4,"Divorced",5220,0,18,3,2,12,3,3,11,7,1,9,1960,2,46
32,"0","Travel_Frequently","Audit","1시간미만",3,"기타",1234,3,"1",2,1,"기술컨설팅직",2,"Married",2743,1,20,4,3,2,2,3,2,2,2,2,1988,0,0
32,"0","Travel_Frequently","Audit","30분미만",2,"기술공학",1235,4,"1",3,2,"컨설팅직",3,"Single",4998,4,14,3,4,10,2,3,8,7,0,7,1988,2,19
36,"0","Travel_Rarely","Audit","30분미만",3,"자연과학",1237,3,"1",1,3,"세무직",1,"Divorced",10252,2,21,4,3,17,2,3,7,7,7,7,1984,1,16
